"space","start","end","width","names","peak","strand","feature","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_id","entrezgene"
"5",115374019,115374226,208,"2022 ENSMUSG00000087292","2022","+","ENSMUSG00000087292",115359078,115422863,"inside",14941,14941,"Overlapping","Gm13832",
"5",117938224,117938571,348,"2031 ENSMUSG00000029361","2031","+","ENSMUSG00000029361",117781032,117958840,"inside",157192,20269,"Overlapping","Nos1","18125"
"5",118245023,118245263,241,"2032 ENSMUSG00000032840","2032","+","ENSMUSG00000032840",118245227,118266093,"overlapStart",-204,36,"Overlapping","2410131K14Rik","76792"
"5",119680095,119680307,213,"2036 ENSMUSG00000018604","2036","+","ENSMUSG00000018604",119670669,119684724,"inside",9426,4417,"Overlapping","Tbx3","21386"
"5",122900240,122900570,331,"2043 ENSMUSG00000029475","2043","-","ENSMUSG00000029475",122870668,123015080,"inside",114840,29572,"Overlapping","Kdm2b","30841"
"5",123137673,123137873,201,"2044 ENSMUSG00000097213","2044","-","ENSMUSG00000097213",123047373,123230871,"inside",93198,90300,"Overlapping","AC158114.1",
"5",123138201,123138694,494,"2045 ENSMUSG00000097213","2045","-","ENSMUSG00000097213",123047373,123230871,"inside",92670,90828,"Overlapping","AC158114.1",
"5",123168081,123168289,209,"2046 ENSMUSG00000097213","2046","-","ENSMUSG00000097213",123047373,123230871,"inside",62790,62582,"Overlapping","AC158114.1",
"5",124176820,124177072,253,"2048 ENSMUSG00000029406","2048","-","ENSMUSG00000029406",124118690,124249760,"inside",72940,58130,"Overlapping","Pitpnm2","19679"
"5",124578939,124579194,256,"2051 ENSMUSG00000029387","2051","+","ENSMUSG00000029387",124579140,124597680,"overlapStart",-201,54,"Overlapping","Gtf2h3","209357"
"5",125389514,125390061,548,"2054 ENSMUSG00000072612","2054","+","ENSMUSG00000072612",125389322,125390554,"inside",192,192,"Overlapping","Gm10382","639281"
"5",127361230,127361524,295,"2058 ENSMUSG00000034324","2058","+","ENSMUSG00000034324",127241808,127565793,"inside",119422,119422,"Overlapping","Tmem132c","208213"
"5",131449276,131449515,240,"2064 ENSMUSG00000029673","2064","-","ENSMUSG00000029673",131437333,132543344,"inside",1094068,11943,"Overlapping","Auts2","319974"
"5",135643359,135643559,201,"2072 ENSMUSG00000039917","2072","+","ENSMUSG00000039917",135632618,135646448,"inside",10741,2889,"Overlapping","Rhbdd2","215160"
"5",135856997,135857369,373,"2075 ENSMUSG00000039860","2075","+","ENSMUSG00000039860",135806890,135874772,"inside",50107,17403,"Overlapping","Srrm3","58212"
"5",136102065,136102539,475,"2076 ENSMUSG00000004952","2076","+","ENSMUSG00000004952",136083916,136111860,"inside",18149,9321,"Overlapping","Rasa4","54153"
"5",137629083,137629336,254,"2081 ENSMUSG00000029720","2081","+","ENSMUSG00000029720",137629175,137642899,"overlapStart",-92,92,"Overlapping","Gm20605","231798"
"5",137631316,137631516,201,"2082 ENSMUSG00000093445","2082","+","ENSMUSG00000093445",137629121,137641099,"inside",2195,2195,"Overlapping","Lrch4","231798"
"5",137641173,137641399,227,"2083 ENSMUSG00000029720","2083","+","ENSMUSG00000029720",137629175,137642899,"inside",11998,1500,"Overlapping","Gm20605","231798"
"5",138991750,138992143,394,"2087 ENSMUSG00000025856","2087","-","ENSMUSG00000025856",138976014,138997370,"inside",5620,5227,"Overlapping","Pdgfa","18590"
"5",138996724,138997092,369,"2088 ENSMUSG00000075585","2088","+","ENSMUSG00000075585",138995056,139000576,"inside",1668,1668,"Overlapping","6330403L08Rik","70744"
"5",140174116,140174431,316,"2092 ENSMUSG00000029554","2092","-","ENSMUSG00000029554",140008689,140321552,"inside",147436,147121,"Overlapping","Mad1l1","17120"
"5",142668160,142668390,231,"2099 ENSMUSG00000029578","2099","+","ENSMUSG00000029578",142629542,142670588,"inside",38618,2198,"Overlapping","Wipi2","74781"
"5",144358022,144358222,201,"2104 ENSMUSG00000047843","2104","+","ENSMUSG00000047843",144244437,144446757,"inside",113585,88535,"Overlapping","Bri3","55950"
"5",146260838,146261466,629,"2105 ENSMUSG00000029635","2105","+","ENSMUSG00000029635",146231230,146302874,"inside",29608,29608,"Overlapping","Cdk8","264064"
"6",8956803,8957129,327,"2111 ENSMUSG00000046178","2111","+","ENSMUSG00000046178",8948431,9249032,"inside",8372,8372,"NearestStart","Nxph1","18231"
"6",30047900,30048100,201,"2118 ENSMUSG00000058440","2118","+","ENSMUSG00000058440",30047988,30153458,"overlapStart",-88,88,"NearestStart","Nrf1","18181"
"6",32202791,32203011,221,"2121 ENSMUSG00000085616","2121","+","ENSMUSG00000085616",32112143,32113226,"downstream",90648,89565,"NearestStart","Gm13850",
"6",34344189,34344477,289,"2122 ENSMUSG00000029762","2122","+","ENSMUSG00000029762",34354119,34368463,"upstream",-9930,9642,"NearestStart","Akr1b8","14187"
"6",35236117,35236569,453,"2123 ENSMUSG00000087808","2123","+","ENSMUSG00000087808",35243595,35243750,"upstream",-7478,7026,"NearestStart","Gm23435",
"6",35252592,35252840,249,"2124 ENSMUSG00000073155","2124","+","ENSMUSG00000073155",35252654,35263496,"overlapStart",-62,62,"NearestStart","1810058I24Rik","67705"
"6",37658129,37658424,296,"2125 ENSMUSG00000077852","2125","+","ENSMUSG00000077852",37580335,37580427,"downstream",77794,77702,"NearestStart","Gm25062",
"6",38107580,38107789,210,"2126 ENSMUSG00000029829","2126","+","ENSMUSG00000029829",38109353,38115806,"upstream",-1773,1564,"NearestStart","Tmem213","77522"
"6",38534694,38534964,271,"2128 ENSMUSG00000019689","2128","+","ENSMUSG00000019689",38533502,38539449,"inside",1192,1192,"NearestStart","1110001J03Rik","66117"
"6",38730460,38730769,310,"2129 ENSMUSG00000079598","2129","+","ENSMUSG00000079598",38663069,38680864,"downstream",67391,49596,"NearestStart","Clec2l","665180"
"6",39132653,39132862,210,"2131 ENSMUSG00000073144","2131","+","ENSMUSG00000073144",39118408,39148312,"inside",14245,14245,"NearestStart","4930599N23Rik","75379"
"6",39400369,39400605,237,"2132 ENSMUSG00000029923","2132","+","ENSMUSG00000029923",39381175,39390380,"downstream",19194,9989,"NearestStart","Rab19","19331"
"6",48593738,48594271,534,"2136 ENSMUSG00000052751","2136","+","ENSMUSG00000052751",48593883,48599082,"overlapStart",-145,145,"NearestStart","Repin1","58887"
"6",48629209,48629507,299,"2137 ENSMUSG00000053297","2137","+","ENSMUSG00000053297",48626764,48633689,"inside",2445,2445,"NearestStart","AI854703","243373"
"6",49319142,49319428,287,"2138 ENSMUSG00000050786","2138","+","ENSMUSG00000050786",49319274,49341582,"overlapStart",-132,132,"NearestStart","Ccdc126","57895"
"6",49395388,49395701,314,"2139 ENSMUSG00000023403","2139","+","ENSMUSG00000023403",49395604,49469501,"overlapStart",-216,97,"NearestStart","Stk31","77485"
"6",51470499,51471052,554,"2140 ENSMUSG00000029836","2140","+","ENSMUSG00000029836",51470360,51483704,"inside",139,139,"NearestStart","Cbx3","12417"
"6",52078582,52078918,337,"2141 ENSMUSG00000085412","2141","+","ENSMUSG00000085412",52102949,52112532,"upstream",-24367,24031,"NearestStart","Gm15055",
"6",52105123,52105526,404,"2142 ENSMUSG00000085412","2142","+","ENSMUSG00000085412",52102949,52112532,"inside",2174,2174,"NearestStart","Gm15055",
"6",53563865,53564082,218,"2144 ENSMUSG00000053007","2144","+","ENSMUSG00000053007",53573384,53696007,"upstream",-9519,9302,"NearestStart","Creb5","231991"
"6",54699034,54699347,314,"2146 ENSMUSG00000038065","2146","+","ENSMUSG00000038065",54681772,54700406,"inside",17262,1059,"NearestStart","2410066E13Rik","68235"
"6",54852746,54853007,262,"2147 ENSMUSG00000058446","2147","+","ENSMUSG00000058446",54816916,54893500,"inside",35830,35830,"NearestStart","Znrf2","387524"
"6",60994108,60994458,351,"2151 ENSMUSG00000054641","2151","+","ENSMUSG00000054641",60924976,60989378,"downstream",69132,4730,"NearestStart","Mmrn1","70945"
"6",63257581,63257785,205,"2152 ENSMUSG00000071424","2152","+","ENSMUSG00000071424",63255876,64668282,"inside",1705,1705,"NearestStart","Grid2","14804"
"6",65021941,65022199,259,"2153 ENSMUSG00000029920","2153","+","ENSMUSG00000029920",65042667,65116050,"upstream",-20726,20468,"NearestStart","Smarcad1","13990"
"6",66464594,66464801,208,"2154 ENSMUSG00000029910","2154","+","ENSMUSG00000029910",66535390,66541033,"upstream",-70796,70589,"NearestStart","Mad2l1","56150"
"6",67113415,67113897,483,"2155 ENSMUSG00000097603","2155","+","ENSMUSG00000097603",67115673,67168426,"upstream",-2258,1776,"NearestStart","AC122296.1",
"6",70964165,70964493,329,"2157 ENSMUSG00000055874","2157","+","ENSMUSG00000055874",70956531,70961066,"downstream",7634,3099,"NearestStart","Foxi3","232077"
"6",83054437,83054880,444,"2163 ENSMUSG00000068328","2163","+","ENSMUSG00000068328",83054653,83057680,"overlapStart",-216,216,"NearestStart","Aup1","11993"
"6",83349294,83349566,273,"2164 ENSMUSG00000045160","2164","+","ENSMUSG00000045160",83349147,83360136,"inside",147,147,"NearestStart","Bola3","78653"
"6",86296970,86297332,363,"2166 ENSMUSG00000098175","2166","+","ENSMUSG00000098175",86284887,86285894,"downstream",12083,11076,"NearestStart","RP23-304D1.1",
"6",86526472,86527183,712,"2168 ENSMUSG00000097048","2168","+","ENSMUSG00000097048",86526271,86564442,"inside",201,201,"NearestStart","AC158662.1",
"6",86950879,86951162,284,"2170 ENSMUSG00000029993","2170","+","ENSMUSG00000029993",87009236,87028461,"upstream",-58357,58074,"NearestStart","Nfu1","56748"
"6",87042798,87043094,297,"2171 ENSMUSG00000029992","2171","+","ENSMUSG00000029992",87042846,87092197,"overlapStart",-48,48,"NearestStart","Gfpt1","14583"
"6",87913803,87914364,562,"2173 ENSMUSG00000030060","2173","+","ENSMUSG00000030060",87913935,87936629,"overlapStart",-132,132,"NearestStart","8430410A17Rik","232210"
"6",88189732,88190016,285,"2174 ENSMUSG00000015053","2174","+","ENSMUSG00000015053",88193891,88207030,"upstream",-4159,3875,"NearestStart","Gata2","14461"
"6",99692869,99693289,421,"2194 ENSMUSG00000072875","2194","+","ENSMUSG00000072875",99692679,99693818,"inside",190,190,"NearestStart","Gpr27","14761"
"6",101979346,101979548,203,"2199 ENSMUSG00000052236","2199","+","ENSMUSG00000052236",101796225,101801610,"downstream",183121,177736,"NearestStart","Gm9871","207157"
"6",108782933,108783145,213,"2200 ENSMUSG00000030105","2200","+","ENSMUSG00000030105",108783059,108823723,"overlapStart",-126,86,"NearestStart","Arl8b","67166"
"6",113046215,113046415,201,"2202 ENSMUSG00000030264","2202","+","ENSMUSG00000030264",113046225,113068273,"overlapStart",-10,10,"NearestStart","Thumpd3","14911"
"6",113306744,113307079,336,"2204 ENSMUSG00000001632","2204","+","ENSMUSG00000001632",113307181,113324857,"upstream",-437,102,"NearestStart","Brpf1","78783"
"6",113392643,113392848,206,"2205 ENSMUSG00000030276","2205","+","ENSMUSG00000030276",113389260,113414583,"inside",3383,3383,"NearestStart","Ttll3","101100"
"6",113482649,113482925,277,"2206 ENSMUSG00000030284","2206","+","ENSMUSG00000030284",113483297,113493338,"upstream",-648,372,"NearestStart","Creld1","171508"
"6",113697190,113697545,356,"2207 ENSMUSG00000056952","2207","+","ENSMUSG00000056952",113697050,113711069,"inside",140,140,"NearestStart","Tatdn2","381801"
"6",115601743,115601943,201,"2210 ENSMUSG00000000439","2210","+","ENSMUSG00000000439",115601938,115618670,"overlapStart",-195,5,"NearestStart","Mkrn2","67027"
"6",116337985,116338254,270,"2213 ENSMUSG00000025702","2213","+","ENSMUSG00000025702",116338024,116409540,"overlapStart",-39,39,"NearestStart","March8","71779"
"6",118066200,118066514,315,"2214 ENSMUSG00000030134","2214","+","ENSMUSG00000030134",118066385,118091546,"overlapStart",-185,129,"NearestStart","Rasgef1a","70727"
"6",119175086,119175286,201,"2215 ENSMUSG00000041477","2215","+","ENSMUSG00000041477",119175252,119221614,"overlapStart",-166,34,"NearestStart","Dcp1b","319618"
"6",119449303,119449648,346,"2218 ENSMUSG00000030019","2218","+","ENSMUSG00000030019",119479668,119483886,"upstream",-30365,30020,"NearestStart","Fbxl14","101358"
"6",119479212,119481298,2087,"2219 ENSMUSG00000030019","2219","+","ENSMUSG00000030019",119479668,119483886,"overlapStart",-456,456,"NearestStart","Fbxl14","101358"
"6",120665363,120665659,297,"2220 ENSMUSG00000071226","2220","+","ENSMUSG00000071226",120666369,120771190,"upstream",-1006,710,"NearestStart","Cecr2","330409"
"6",122366344,122366561,218,"2226 ENSMUSG00000040657","2226","+","ENSMUSG00000040657",122391379,122392687,"upstream",-25035,24818,"NearestStart","1700063H04Rik","74269"
"6",122624483,122624875,393,"2229 ENSMUSG00000065721","2229","+","ENSMUSG00000065721",122623547,122623658,"downstream",936,825,"NearestStart","Gm26168",
"6",122662929,122663174,246,"2230 ENSMUSG00000072789","2230","+","ENSMUSG00000072789",122696001,122696882,"upstream",-33072,32827,"NearestStart","Gm10420","639606"
"6",122707242,122707606,365,"2231 ENSMUSG00000012396","2231","+","ENSMUSG00000012396",122707489,122714633,"overlapStart",-247,117,"NearestStart","Nanog","71950"
"6",125008590,125008977,388,"2235 ENSMUSG00000038346","2235","+","ENSMUSG00000038346",125009145,125037870,"upstream",-555,168,"NearestStart","Zfp384","269800"
"6",125215054,125215458,405,"2236 ENSMUSG00000030337","2236","+","ENSMUSG00000030337",125215551,125244543,"upstream",-497,93,"NearestStart","Vamp1","22317"
"6",125321104,125321404,301,"2237 ENSMUSG00000030340","2237","+","ENSMUSG00000030340",125320659,125344943,"inside",445,445,"NearestStart","Scnn1a","20276"
"6",127893640,127893959,320,"2242 ENSMUSG00000030351","2242","+","ENSMUSG00000030351",127887589,127953031,"inside",6051,6051,"NearestStart","Tspan11","68498"
"6",128466117,128466367,251,"2243 ENSMUSG00000059659","2243","+","ENSMUSG00000059659",128438757,128475617,"inside",27360,9250,"NearestStart","Gm10069","791299"
"6",128479975,128480180,206,"2244 ENSMUSG00000059659","2244","+","ENSMUSG00000059659",128438757,128475617,"downstream",41218,4358,"NearestStart","Gm10069","791299"
"6",133987267,133987519,253,"2245 ENSMUSG00000030199","2245","+","ENSMUSG00000030199",134035700,134270158,"upstream",-48433,48181,"NearestStart","Etv6","14011"
"6",134034961,134035365,405,"2246 ENSMUSG00000030199","2246","+","ENSMUSG00000030199",134035700,134270158,"upstream",-739,335,"NearestStart","Etv6","14011"
"6",136470893,136471199,307,"2248 ENSMUSG00000071141","2248","+","ENSMUSG00000071141",136488807,136489127,"upstream",-17914,17608,"NearestStart","Rpl36a-ps3","100043893"
"6",136518662,136519003,342,"2249 ENSMUSG00000030213","2249","+","ENSMUSG00000030213",136518851,136607377,"overlapStart",-189,152,"NearestStart","Atf7ip","54343"
"6",140603311,140603647,337,"2251 ENSMUSG00000030232","2251","+","ENSMUSG00000030232",140622449,140678472,"upstream",-19138,18802,"NearestStart","Aebp2","11569"
"6",142387125,142387447,323,"2252 ENSMUSG00000030245","2252","+","ENSMUSG00000030245",142387221,142403858,"overlapStart",-96,96,"NearestStart","Golt1b","66964"
"6",143170621,143170830,210,"2255 ENSMUSG00000030275","2255","+","ENSMUSG00000030275",143167230,143208542,"inside",3391,3391,"NearestStart","Etnk1","75320"
"6",144361390,144361667,278,"2256 ENSMUSG00000087157","2256","+","ENSMUSG00000087157",144481225,144501416,"upstream",-119835,119558,"NearestStart","Gm15685",
"6",145048675,145048979,305,"2257 ENSMUSG00000097419","2257","+","ENSMUSG00000097419",145047559,145050430,"inside",1116,1116,"NearestStart","AC140416.1",
"6",145176506,145176803,298,"2258 ENSMUSG00000086863","2258","+","ENSMUSG00000086863",145182275,145187630,"upstream",-5769,5472,"NearestStart","Gm15543",
"6",145276097,145276706,610,"2261 ENSMUSG00000067344","2261","+","ENSMUSG00000067344",145266327,145266825,"downstream",9770,9272,"NearestStart","Rps25-ps1","100042866"
"6",146642349,146642784,436,"2263 ENSMUSG00000030291","2263","+","ENSMUSG00000030291",146642547,146650602,"overlapStart",-198,198,"NearestStart","Med21","108098"
"6",146725134,146725411,278,"2264 ENSMUSG00000001630","2264","+","ENSMUSG00000001630",146724995,146778812,"inside",139,139,"NearestStart","Stk38l","232533"
"6",148992437,148992714,278,"2270 ENSMUSG00000097505","2270","+","ENSMUSG00000097505",148988729,148991431,"downstream",3708,1006,"NearestStart","AC140327.1",
"6",149408918,149409141,224,"2271 ENSMUSG00000003452","2271","+","ENSMUSG00000003452",149408984,149563329,"overlapStart",-66,66,"NearestStart","Bicd1","12121"
"6",4738774,4738997,224,"2110 ENSMUSG00000004631","2110","-","ENSMUSG00000004631",4674350,4747204,"inside",8430,8207,"NearestStart","Sgce","20392"
"6",18514721,18514921,201,"2112 ENSMUSG00000000416","2112","-","ENSMUSG00000000416",18366478,18515338,"inside",617,417,"NearestStart","Cttnbp2","30785"
"6",22356268,22356468,201,"2113 ENSMUSG00000029672","2113","-","ENSMUSG00000029672",22306520,22356243,"upstream",-25,25,"NearestStart","Fam3c","27999"
"6",28125958,28126186,229,"2114 ENSMUSG00000024211","2114","-","ENSMUSG00000024211",27275121,28135178,"inside",9220,8992,"NearestStart","Grm8","14823"
"6",29211999,29212504,506,"2115 ENSMUSG00000003500","2115","-","ENSMUSG00000003500",29200434,29216364,"inside",4365,3860,"NearestStart","Impdh1","23917"
"6",29631805,29632013,209,"2116 ENSMUSG00000012535","2116","-","ENSMUSG00000012535",29540827,29609887,"upstream",-21918,21918,"NearestStart","Tnpo3","320938"
"6",29632617,29632906,290,"2117 ENSMUSG00000012535","2117","-","ENSMUSG00000012535",29540827,29609887,"upstream",-22730,22730,"NearestStart","Tnpo3","320938"
"6",30272516,30272736,221,"2119 ENSMUSG00000039159","2119","-","ENSMUSG00000039159",30211289,30304539,"inside",32023,31803,"NearestStart","Ube2h","22214"
"6",31563747,31564259,513,"2120 ENSMUSG00000025608","2120","-","ENSMUSG00000025608",31519488,31563981,"overlapStart",234,234,"NearestStart","Podxl","27205"
"6",38299089,38299299,211,"2127 ENSMUSG00000047749","2127","-","ENSMUSG00000047749",38287396,38299259,"overlapStart",170,40,"NearestStart","Zc3hav1l","209032"
"6",39118232,39118523,292,"2130 ENSMUSG00000038507","2130","-","ENSMUSG00000038507",39086410,39118349,"overlapStart",117,117,"NearestStart","Parp12","243771"
"6",39420429,39420667,239,"2133 ENSMUSG00000029922","2133","-","ENSMUSG00000029922",39397804,39420462,"overlapStart",33,33,"NearestStart","Mkrn1","54484"
"6",47454747,47454954,208,"2134 ENSMUSG00000052241","2134","-","ENSMUSG00000052241",47453776,47454320,"upstream",-427,427,"NearestStart","A930035D04Rik","320946"
"6",48444171,48444371,201,"2135 ENSMUSG00000068551","2135","-","ENSMUSG00000068551",48427697,48445825,"inside",1654,1454,"NearestStart","Zfp467","68910"
"6",52203748,52203992,245,"2143 ENSMUSG00000038253","2143","-","ENSMUSG00000038253",52201754,52204587,"inside",839,595,"NearestStart","Hoxa5","15402"
"6",54096894,54097204,311,"2145 ENSMUSG00000087670","2145","-","ENSMUSG00000087670",54146887,54150937,"downstream",54043,49683,"NearestStart","9530036M11Rik","78616"
"6",54992589,54992904,316,"2148 ENSMUSG00000002797","2148","-","ENSMUSG00000002797",54982580,54992950,"inside",361,46,"NearestStart","Ggct","110175"
"6",55159323,55159616,294,"2149 ENSMUSG00000087797","2149","-","ENSMUSG00000087797",55146418,55146516,"upstream",-12807,12807,"NearestStart","Gm25963",
"6",56797608,56797818,211,"2150 ENSMUSG00000059486","2150","-","ENSMUSG00000059486",56777524,56797813,"overlapStart",205,5,"NearestStart","Kbtbd2","210973"
"6",67238004,67238213,210,"2156 ENSMUSG00000096570","2156","-","ENSMUSG00000096570",67247919,67247989,"downstream",9985,9706,"NearestStart","Gm22399",
"6",72787296,72787737,442,"2158 ENSMUSG00000055799","2158","-","ENSMUSG00000055799",72626378,72789254,"inside",1958,1517,"NearestStart","Tcf7l1","21415"
"6",72789177,72789416,240,"2159 ENSMUSG00000055799","2159","-","ENSMUSG00000055799",72626378,72789254,"overlapStart",77,77,"NearestStart","Tcf7l1","21415"
"6",72825437,72825710,274,"2160 ENSMUSG00000055799","2160","-","ENSMUSG00000055799",72626378,72789254,"upstream",-36183,36183,"NearestStart","Tcf7l1","21415"
"6",82175042,82175251,210,"2161 ENSMUSG00000087136","2161","-","ENSMUSG00000087136",82050453,82052581,"upstream",-122461,122461,"NearestStart","Gm15864",
"6",82772853,82773708,856,"2162 ENSMUSG00000000628","2162","-","ENSMUSG00000000628",82725025,82774454,"inside",1601,746,"NearestStart","Hk2","15277"
"6",83421861,83422207,347,"2165 ENSMUSG00000034832","2165","-","ENSMUSG00000034832",83362373,83441678,"inside",19817,19471,"NearestStart","Tet3","194388"
"6",86472131,86472801,671,"2167 ENSMUSG00000085589","2167","-","ENSMUSG00000085589",86470805,86480830,"inside",8699,1326,"NearestStart","A430078I02Rik","320486"
"6",86732706,86733004,299,"2169 ENSMUSG00000001157","2169","-","ENSMUSG00000001157",86691768,86733378,"inside",672,374,"NearestStart","Gmcl1","23885"
"6",87838539,87838920,382,"2172 ENSMUSG00000030056","2172","-","ENSMUSG00000030056",87818447,87838759,"overlapStart",220,161,"NearestStart","Isy1","57905"
"6",88235907,88236278,372,"2175 ENSMUSG00000047046","2175","-","ENSMUSG00000047046",88222602,88225678,"upstream",-10229,10229,"NearestStart","1700031F10Rik","73317"
"6",88724467,88724821,355,"2176 ENSMUSG00000097730","2176","-","ENSMUSG00000097730",88716424,88724501,"overlapStart",34,34,"NearestStart","AC153860.1",
"6",88841795,88842067,273,"2177 ENSMUSG00000030083","2177","-","ENSMUSG00000030083",88835915,88841935,"overlapStart",140,132,"NearestStart","Abtb1","80283"
"6",89361440,89361640,201,"2178 ENSMUSG00000030084","2178","-","ENSMUSG00000030084",89316316,89362613,"inside",1173,973,"NearestStart","Plxna1","18844"
"6",90422585,90422896,312,"2179 ENSMUSG00000048794","2179","-","ENSMUSG00000048794",90403736,90428797,"inside",6212,5901,"NearestStart","Ccdc37","243538"
"6",91116801,91117001,201,"2180 ENSMUSG00000030091","2180","-","ENSMUSG00000030091",91013068,91116829,"overlapStart",28,28,"NearestStart","Nup210","54563"
"6",91843661,91843918,258,"2181 ENSMUSG00000030098","2181","-","ENSMUSG00000030098",91761509,91827250,"upstream",-16411,16411,"NearestStart","Grip2","243547"
"6",92246393,92246728,336,"2182 ENSMUSG00000005892","2182","-","ENSMUSG00000005892",92242061,92244650,"upstream",-1743,1743,"NearestStart","Trh","22044"
"6",94265304,94265626,323,"2183 ENSMUSG00000045095","2183","-","ENSMUSG00000045095",93675455,94283322,"inside",18018,17696,"NearestStart","Magi1","14924"
"6",94750640,94750860,221,"2184 ENSMUSG00000030029","2184","-","ENSMUSG00000030029",94604529,94700158,"upstream",-50482,50482,"NearestStart","Lrig1","16206"
"6",97102313,97102674,362,"2185 ENSMUSG00000046500","2185","-","ENSMUSG00000046500",96831209,97060411,"upstream",-41902,41902,"NearestStart","Fam19a4","320701"
"6",97178997,97179282,286,"2186 ENSMUSG00000030059","2186","-","ENSMUSG00000030059",97155266,97179124,"overlapStart",127,127,"NearestStart","Tmf1","232286"
"6",97396616,97396924,309,"2187 ENSMUSG00000044086","2187","-","ENSMUSG00000044086",97238528,97252780,"upstream",-143836,143836,"NearestStart","Lmod3","320502"
"6",97616891,97617091,201,"2188 ENSMUSG00000030064","2188","-","ENSMUSG00000030064",97286867,97617541,"inside",650,450,"NearestStart","Frmd4b","232288"
"6",97961743,97962053,311,"2189 ENSMUSG00000083086","2189","-","ENSMUSG00000083086",97890288,97890539,"upstream",-71204,71204,"NearestStart","Gm15531","100043692"
"6",98526010,98526266,257,"2190 ENSMUSG00000095146","2190","-","ENSMUSG00000095146",98558739,98558831,"downstream",32821,32473,"NearestStart","Gm24387",
"6",99028094,99028346,253,"2191 ENSMUSG00000093559","2191","-","ENSMUSG00000093559",99384607,99388499,"downstream",360405,356261,"NearestStart","Gm20705",
"6",99029533,99029806,274,"2192 ENSMUSG00000093559","2192","-","ENSMUSG00000093559",99384607,99388499,"downstream",358966,354801,"NearestStart","Gm20705",
"6",99522142,99522342,201,"2193 ENSMUSG00000030067","2193","-","ENSMUSG00000030067",98925338,99522721,"inside",579,379,"NearestStart","Foxp1","108655"
"6",100027690,100027904,215,"2195 ENSMUSG00000087946","2195","-","ENSMUSG00000087946",99893226,99893547,"upstream",-134143,134143,"NearestStart","Gm24248",
"6",100335497,100335844,348,"2196 ENSMUSG00000072872","2196","-","ENSMUSG00000072872",100228566,100287441,"upstream",-48056,48056,"NearestStart","Rybp","56353"
"6",100378011,100378332,322,"2197 ENSMUSG00000072872","2197","-","ENSMUSG00000072872",100228566,100287441,"upstream",-90570,90570,"NearestStart","Rybp","56353"
"6",100422157,100422409,253,"2198 ENSMUSG00000087929","2198","-","ENSMUSG00000087929",100494681,100494814,"downstream",72657,72272,"NearestStart","Gm23234",
"6",112203316,112203674,359,"2201 ENSMUSG00000077262","2201","-","ENSMUSG00000077262",112234163,112234262,"downstream",30946,30489,"NearestStart","n-R5s165",
"6",113076838,113077396,559,"2203 ENSMUSG00000086429","2203","-","ENSMUSG00000086429",113067428,113077333,"overlapStart",495,63,"NearestStart","Gt(ROSA)26Sor","14910"
"6",113740585,113740786,202,"2208 ENSMUSG00000030298","2208","-","ENSMUSG00000030298",113728067,113740743,"overlapStart",158,43,"NearestStart","Sec13","110379"
"6",114968998,114969243,246,"2209 ENSMUSG00000030315","2209","-","ENSMUSG00000030315",114860628,114969994,"inside",996,751,"NearestStart","Vgll4","232334"
"6",115676398,115676737,340,"2211 ENSMUSG00000000441","2211","-","ENSMUSG00000000441",115618067,115676635,"overlapStart",237,102,"NearestStart","Raf1","110157"
"6",116193495,116193695,201,"2212 ENSMUSG00000030126","2212","-","ENSMUSG00000030126",116018618,116193486,"upstream",-9,9,"NearestStart","Tmcc1","330401"
"6",119324784,119325027,244,"2216 ENSMUSG00000055003","2216","-","ENSMUSG00000055003",119315133,119330766,"inside",5982,5739,"NearestStart","Lrtm2","211187"
"6",119418910,119419110,201,"2217 ENSMUSG00000030168","2217","-","ENSMUSG00000030168",119353150,119417483,"upstream",-1427,1427,"NearestStart","Adipor2","68465"
"6",121110049,121110286,238,"2221 ENSMUSG00000003178","2221","-","ENSMUSG00000003178",121007241,121081609,"upstream",-28440,28440,"NearestStart","Mical3","194401"
"6",121473126,121473326,201,"2222 ENSMUSG00000040797","2222","-","ENSMUSG00000040797",121372933,121473678,"inside",552,352,"NearestStart","Iqsec3","243621"
"6",121473605,121473805,201,"2223 ENSMUSG00000040797","2223","-","ENSMUSG00000040797",121372933,121473678,"overlapStart",73,73,"NearestStart","Iqsec3","243621"
"6",122341035,122341344,310,"2224 ENSMUSG00000040669","2224","-","ENSMUSG00000040669",122317731,122340561,"upstream",-474,474,"NearestStart","Phc1","13619"
"6",122342174,122342509,336,"2225 ENSMUSG00000040669","2225","-","ENSMUSG00000040669",122317731,122340561,"upstream",-1613,1613,"NearestStart","Phc1","13619"
"6",122607757,122607983,227,"2227 ENSMUSG00000030117","2227","-","ENSMUSG00000030117",122605403,122610087,"inside",2330,2104,"NearestStart","Gdf3","14562"
"6",122608422,122608735,314,"2228 ENSMUSG00000030117","2228","-","ENSMUSG00000030117",122605403,122610087,"inside",1665,1352,"NearestStart","Gdf3","14562"
"6",124903521,124903828,308,"2232 ENSMUSG00000030124","2232","-","ENSMUSG00000030124",124904361,124911705,"downstream",8184,533,"NearestStart","Lag3","16768"
"6",124909919,124910327,409,"2233 ENSMUSG00000030124","2233","-","ENSMUSG00000030124",124904361,124911705,"inside",1786,1378,"NearestStart","Lag3","16768"
